ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
13.08.2020,07.08.2020,19,08.08.2020,12,06400844,755,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,07.08.2020,17,09.08.2020,12,04200310,517,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15.08.2020,07.08.2020,10,09.08.2020,11,02500831,289,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,07.08.2020,17,07.08.2020,17,11501339,449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,07.08.2020,21,08.08.2020,11,01400937,422,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,07.08.2020,9,07.08.2020,16,09301126,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,07.08.2020,16,07.08.2020,21,09100304,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,10,07.08.2020,11,11200515,630,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,07.08.2020,20,08.08.2020,3,10300734,401,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,07.08.2020,22,08.08.2020,0,07501133,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,07.08.2020,19,08.08.2020,6,04300517,299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,07.08.2020,20,08.08.2020,8,01100309,500,Nein,Kinderfahrrad,Fahrraddiebstahl,Einfacher Diebstahl aus Keller/Boden von Fahrrädern
08.08.2020,07.08.2020,11,07.08.2020,18,10100316,923,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,16,07.08.2020,19,10300732,799,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,07.08.2020,18,10.08.2020,10,04501151,415,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,8,07.08.2020,9,11100206,699,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,07.08.2020,19,08.08.2020,8,03601244,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,07.08.2020,16,10.08.2020,12,05200629,220,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
23.08.2020,07.08.2020,8,07.08.2020,15,07601238,436,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
24.09.2020,07.08.2020,11,07.08.2020,16,01100102,3500,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,07.08.2020,10,07.08.2020,12,09100101,685,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2021,07.08.2020,12,07.08.2020,12,08301036,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,07.08.2020,23,08.08.2020,13,12200413,210,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,6,07.08.2020,14,11400929,2653,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,07.08.2020,21,08.08.2020,14,01401043,976,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,12,07.08.2020,13,06100102,852,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,8,07.08.2020,17,01100310,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,11,07.08.2020,11,06100103,526,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,12,07.08.2020,17,10300733,599,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,07.08.2020,12,07.08.2020,18,11300620,644,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,07.08.2020,13,07.08.2020,20,03200310,651,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,07.08.2020,15,07.08.2020,15,04300416,1069,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,07.08.2020,8,07.08.2020,8,01200521,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,07.08.2020,9,07.08.2020,18,01100312,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,07.08.2020,16,08.08.2020,10,06400841,547,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,07.08.2020,19,08.08.2020,10,04100101,500,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17.08.2020,07.08.2020,19,08.08.2020,10,04300414,605,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,7,07.08.2020,7,12500825,1050,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,7,07.08.2020,10,01200521,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,7,07.08.2020,15,03300412,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,07.08.2020,17,08.08.2020,10,01100310,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,17,07.08.2020,17,11501339,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,17,07.08.2020,22,03601142,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,07.08.2020,9,10.08.2020,8,07300619,780,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,0,07.08.2020,0,02400520,25,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,15,07.08.2020,15,03601139,699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,7,07.08.2020,8,12200308,600,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.08.2020,07.08.2020,20,07.08.2020,22,09200613,848,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.08.2020,07.08.2020,18,10.08.2020,10,10200526,200,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.08.2020,07.08.2020,7,07.08.2020,16,06400839,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.08.2020,07.08.2020,14,07.08.2020,15,01300733,3000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,07.08.2020,8,07.08.2020,17,12100101,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,07.08.2020,17,10.08.2020,7,03601139,640,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
10.08.2020,07.08.2020,8,07.08.2020,15,01200629,2700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.08.2020,08.08.2020,17,09.08.2020,17,02200213,520,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,20,09.08.2020,13,01400940,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.08.2020,08.08.2020,9,09.08.2020,23,03601348,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,23,10.08.2020,8,04300416,848,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,16,09.08.2020,8,11300620,800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.08.2020,08.08.2020,22,09.08.2020,11,04200309,199,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,21,09.08.2020,16,02200213,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,22,09.08.2020,17,02300314,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,19,09.08.2020,8,06400735,617,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,22,09.08.2020,9,08100417,1900,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,21,09.08.2020,1,02300419,418,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,21,09.08.2020,9,11300620,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.08.2020,08.08.2020,16,10.08.2020,10,01401043,240,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,0,10.08.2020,10,05300839,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,08.08.2020,18,08.08.2020,18,01300836,540,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2020,08.08.2020,16,10.08.2020,9,01100308,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,08.08.2020,12,08.08.2020,13,07100204,1800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,08.08.2020,16,08.08.2020,18,09100101,1499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,08.08.2020,18,08.08.2020,18,07100101,900,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
17.08.2020,08.08.2020,1,08.08.2020,10,08100101,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,08.08.2020,17,08.08.2020,20,04300623,535,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,08.08.2020,10,08.08.2020,12,07400927,290,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,8,08.08.2020,18,11200513,730,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,0,08.08.2020,22,06400841,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,20,08.08.2020,23,11400931,950,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,0,10.08.2020,5,09301126,3500,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
10.09.2020,08.08.2020,9,08.08.2020,17,04501151,630,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,12,08.08.2020,15,02200208,934,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,18,08.08.2020,22,01200623,2500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
25.08.2020,08.08.2020,17,10.08.2020,8,11300826,100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,22,08.08.2020,22,02500835,165,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,19,10.08.2020,8,07200411,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
21.08.2020,08.08.2020,15,10.08.2020,11,02300418,899,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,0,08.08.2020,8,01401046,1521,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
10.08.2020,08.08.2020,19,08.08.2020,19,11300722,230,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,8,08.08.2020,11,10100104,600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,08.08.2020,2,08.08.2020,11,02300316,4200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.08.2020,08.08.2020,20,09.08.2020,15,04501040,160,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,08.08.2020,23,11.08.2020,19,06100208,262,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,20,09.08.2020,1,10400836,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,23,09.08.2020,9,02500831,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
16.08.2020,08.08.2020,12,09.08.2020,9,01100415,549,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,23,10.08.2020,14,02400624,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,08.08.2020,16,08.08.2020,16,09301024,200,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,12,08.08.2020,15,09200716,654,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.08.2020,08.08.2020,11,08.08.2020,20,01100104,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.09.2020,08.08.2020,17,08.08.2020,21,04200308,570,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,12,08.08.2020,12,05100316,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,21,09.08.2020,15,01400940,185,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.08.2020,08.08.2020,9,08.08.2020,9,06300527,491,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,08.08.2020,22,09.08.2020,8,12500825,100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,08.08.2020,22,09.08.2020,20,06300527,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,08.08.2020,14,09.08.2020,11,03400721,256,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,20,09.08.2020,7,07100206,315,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,13,09.08.2020,22,08200623,2231,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,19,09.08.2020,10,02400623,799,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,16,09.08.2020,17,01100416,450,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,10,09.08.2020,12,08100310,764,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,18,09.08.2020,12,04200311,2300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,08.08.2020,17,09.08.2020,9,11501238,1850,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,08.08.2020,17,11.08.2020,8,12200515,614,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,18,09.08.2020,12,01400940,0,Ja,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,17,09.08.2020,0,09501939,3000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,22,08.08.2020,22,09300923,569,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,19,09.08.2020,8,06400735,706,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,17,08.08.2020,21,06400735,490,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,08.08.2020,19,08.08.2020,19,11300618,1200,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
09.08.2020,08.08.2020,20,08.08.2020,21,03100103,299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,08.08.2020,20,10.08.2020,12,09501737,150,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.08.2020,08.08.2020,17,08.08.2020,17,02200211,720,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
09.08.2020,08.08.2020,20,09.08.2020,10,03701554,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.08.2020,09.08.2020,18,10.08.2020,8,09301025,400,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,09.08.2020,21,10.08.2020,21,09200613,844,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
13.08.2020,09.08.2020,18,10.08.2020,5,07400720,20,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,09.08.2020,15,10.08.2020,18,03601451,289,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.08.2020,09.08.2020,18,10.08.2020,14,02300417,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.08.2020,09.08.2020,20,10.08.2020,22,07100204,100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,09.08.2020,10,11.08.2020,14,01200522,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,09.08.2020,14,09.08.2020,16,12500929,3722,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,09.08.2020,19,10.08.2020,14,03701556,1449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,09.08.2020,22,10.08.2020,17,01100103,260,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
18.08.2020,09.08.2020,14,09.08.2020,21,09501838,1,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.08.2020,09.08.2020,20,10.08.2020,22,07100204,100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,09.08.2020,19,10.08.2020,9,07400720,235,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,09.08.2020,16,10.08.2020,7,03501038,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.08.2020,09.08.2020,17,10.08.2020,7,07100101,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
19.08.2020,09.08.2020,19,10.08.2020,5,08200833,799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,09.08.2020,12,09.08.2020,12,02500834,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
13.08.2020,09.08.2020,15,10.08.2020,22,07100204,1,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.08.2020,09.08.2020,20,10.08.2020,22,07100204,100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.08.2020,09.08.2020,18,10.08.2020,10,03400724,1300,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
13.08.2020,09.08.2020,9,10.08.2020,15,07400720,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.08.2020,09.08.2020,15,10.08.2020,10,01200520,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
16.08.2020,09.08.2020,14,10.08.2020,6,09100101,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.08.2020,09.08.2020,20,10.08.2020,10,12100204,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.09.2020,09.08.2020,18,10.08.2020,7,09100202,600,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,09.08.2020,21,10.08.2020,8,07200413,539,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.08.2020,09.08.2020,19,10.08.2020,9,05100208,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,09.08.2020,11,09.08.2020,14,02500833,440,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,09.08.2020,11,09.08.2020,13,06400735,633,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,09.08.2020,21,10.08.2020,3,06200314,180,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,09.08.2020,10,09.08.2020,11,02500835,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,09.08.2020,16,09.08.2020,21,11300617,784,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,09.08.2020,11,09.08.2020,11,07100102,1,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
09.08.2020,09.08.2020,10,09.08.2020,10,09100101,120,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
10.08.2020,09.08.2020,10,09.08.2020,16,08100312,260,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.08.2020,09.08.2020,21,09.08.2020,21,04501043,380,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,09.08.2020,12,09.08.2020,18,04501147,1100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,09.08.2020,21,09.08.2020,21,06300527,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,09.08.2020,2,09.08.2020,14,08100415,600,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.08.2020,09.08.2020,18,09.08.2020,20,08100314,1200,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,09.08.2020,12,10.08.2020,9,02200211,940,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,09.08.2020,20,10.08.2020,7,04501043,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,09.08.2020,20,10.08.2020,12,01100416,950,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,09.08.2020,19,10.08.2020,7,01100104,310,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.08.2020,09.08.2020,22,10.08.2020,5,06300527,564,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
