continent,country,year,life_expectancy,fertility,population
Asia,Uzbekistan,1980,66.25,5.13,15951899.0
Asia,Uzbekistan,1981,66.59,4.97,16375135.0
Asia,Uzbekistan,1982,66.93,4.83,16810937.0
Asia,Uzbekistan,1983,67.27,4.71,17257774.0
Asia,Uzbekistan,1984,67.59,4.62,17712992.0
Asia,Uzbekistan,1985,67.85,4.54,18174143.0
Asia,Uzbekistan,1986,68.02,4.47,18640558.0
Asia,Uzbekistan,1987,68.09,4.41,19111312.0
Asia,Uzbekistan,1988,68.06,4.35,19583186.0
Asia,Uzbekistan,1989,67.96,4.27,20052259.0
Asia,Uzbekistan,1990,67.8,4.18,20515248.0
Asia,Uzbekistan,1991,67.6,4.06,20970307.0
Asia,Uzbekistan,1992,67.3,3.93,21416399.0
Asia,Uzbekistan,1993,67.0,3.78,21852080.0
Asia,Uzbekistan,1994,66.7,3.63,22276140.0
Asia,Uzbekistan,1995,66.6,3.46,22687456.0
Asia,Uzbekistan,1996,66.7,3.3,23087174.0
Asia,Uzbekistan,1997,66.9,3.14,23474760.0
Asia,Uzbekistan,1998,67.1,2.99,23845788.0
Asia,Uzbekistan,1999,67.4,2.86,24194543.0
Asia,Uzbekistan,2000,67.6,2.74,24518222.0
Asia,Uzbekistan,2001,67.8,2.65,24814629.0
Asia,Uzbekistan,2002,67.9,2.59,25088682.0
Asia,Uzbekistan,2003,68.1,2.54,25353547.0
Asia,Uzbekistan,2004,68.3,2.51,25627007.0
Asia,Uzbekistan,2005,68.5,2.49,25922239.0
Asia,Uzbekistan,2006,68.8,2.48,26242947.0
Asia,Uzbekistan,2007,69.2,2.47,26586701.0
Asia,Uzbekistan,2008,69.6,2.46,26952719.0
Asia,Uzbekistan,2009,69.9,2.44,27338109.0
Asia,Uzbekistan,2010,70.2,2.41,27739764.0
Asia,Uzbekistan,2011,70.6,2.38,28158395.0
Asia,Uzbekistan,2012,70.9,2.34,28592451.0
Asia,Uzbekistan,2013,71.2,2.31,29033361.0
Asia,Uzbekistan,2014,71.5,2.28,29469913.0
Asia,Uzbekistan,2015,71.8,2.25,29893488.0
Asia,Vietnam,1950,51.58,4.96,24809903.0
Asia,Vietnam,1951,51.98,5.08,25364453.0
Asia,Vietnam,1952,52.81,5.31,25976838.0
Asia,Vietnam,1953,53.6,5.52,26646172.0
Asia,Vietnam,1954,54.36,5.7,27370699.0
Asia,Vietnam,1955,55.11,5.86,28147785.0
Asia,Vietnam,1956,55.83,6.0,28973873.0
Asia,Vietnam,1957,56.52,6.12,29844533.0
Asia,Vietnam,1958,57.19,6.21,30754603.0
Asia,Vietnam,1959,57.86,6.29,31698436.0
Asia,Vietnam,1960,58.52,6.35,32670623.0
Asia,Vietnam,1961,59.17,6.39,33666768.0
Asia,Vietnam,1962,59.82,6.43,34684164.0
Asia,Vietnam,1963,60.42,6.45,35722092.0
Asia,Vietnam,1964,60.95,6.46,36780984.0
Asia,Vietnam,1965,61.32,6.48,37860014.0
Asia,Vietnam,1966,61.36,6.49,38959335.0
Asia,Vietnam,1967,61.06,6.49,40074695.0
Asia,Vietnam,1968,60.45,6.49,41195833.0
Asia,Vietnam,1969,59.63,6.49,42309662.0
Asia,Vietnam,1970,58.78,6.47,43407291.0
Asia,Vietnam,1971,58.17,6.42,44485910.0
Asia,Vietnam,1972,58.0,6.35,45549487.0
Asia,Vietnam,1973,58.35,6.25,46604726.0
Asia,Vietnam,1974,59.23,6.13,47661770.0
Asia,Vietnam,1975,60.54,5.97,48729397.0
Asia,Vietnam,1976,62.07,5.8,49808071.0
Asia,Vietnam,1977,63.58,5.61,50899504.0
Asia,Vietnam,1978,64.86,5.42,52015279.0
Asia,Vietnam,1979,65.84,5.23,53169674.0
Asia,Vietnam,1980,66.49,5.05,54372518.0
Asia,Vietnam,1981,66.86,4.87,55627743.0
Asia,Vietnam,1982,67.1,4.69,56931822.0
Asia,Vietnam,1983,67.3,4.52,58277391.0
Asia,Vietnam,1984,67.51,4.36,59653092.0
Asia,Vietnam,1985,67.77,4.21,61049370.0
Asia,Vietnam,1986,68.07,4.06,62459557.0
Asia,Vietnam,1987,68.38,3.93,63881296.0
Asia,Vietnam,1988,68.68,3.81,65313709.0
Asia,Vietnam,1989,69.0,3.68,66757401.0
Asia,Vietnam,1990,69.3,3.56,68209604.0
Asia,Vietnam,1991,69.6,3.42,69670620.0
Asia,Vietnam,1992,69.8,3.26,71129537.0
Asia,Vietnam,1993,70.1,3.07,72558986.0
Asia,Vietnam,1994,70.3,2.88,73923849.0
Asia,Vietnam,1995,70.6,2.68,75198975.0
Asia,Vietnam,1996,70.9,2.48,76375677.0
Asia,Vietnam,1997,71.1,2.31,77460429.0
Asia,Vietnam,1998,71.5,2.17,78462888.0
Asia,Vietnam,1999,71.7,2.06,79399708.0
Asia,Vietnam,2000,72.0,1.98,80285563.0
Asia,Vietnam,2001,72.2,1.94,81123685.0
Asia,Vietnam,2002,72.5,1.92,81917488.0
Asia,Vietnam,2003,72.8,1.91,82683039.0
Asia,Vietnam,2004,73.0,1.9,83439812.0
Asia,Vietnam,2005,73.3,1.9,84203817.0
Asia,Vietnam,2006,73.5,1.89,84979667.0
Asia,Vietnam,2007,73.8,1.88,85770717.0
Asia,Vietnam,2008,74.1,1.86,86589342.0
Asia,Vietnam,2009,74.3,1.84,87449021.0
Asia,Vietnam,2010,74.5,1.82,88357775.0
Asia,Vietnam,2011,74.7,1.79,89321903.0
Asia,Vietnam,2012,74.9,1.77,90335547.0
Asia,Vietnam,2013,75.0,1.74,91378752.0
Asia,Vietnam,2014,75.2,1.72,92423338.0
Asia,Vietnam,2015,75.4,1.7,93447601.0
Asia,Yemen,1950,23.51,7.27,4402320.0
Asia,Yemen,1951,24.0,7.27,4474025.0
Asia,Yemen,1952,24.96,7.27,4546100.0
Asia,Yemen,1953,25.92,7.27,4618871.0
Asia,Yemen,1954,26.87,7.27,4692620.0
Asia,Yemen,1955,27.84,7.27,4767589.0
Asia,Yemen,1956,28.8,7.27,4843974.0
Asia,Yemen,1957,29.76,7.27,4921929.0
Asia,Yemen,1958,30.72,7.28,5001572.0
Asia,Yemen,1959,31.68,7.28,5082998.0
Asia,Yemen,1960,32.64,7.29,5166311.0
Asia,Yemen,1961,33.58,7.31,5251663.0
Asia,Yemen,1962,34.52,7.33,5339285.0
Asia,Yemen,1963,35.45,7.35,5429501.0
Asia,Yemen,1964,36.37,7.39,5522690.0
Asia,Yemen,1965,37.27,7.42,5619170.0
Asia,Yemen,1966,38.15,7.45,5720538.0
Asia,Yemen,1967,39.01,7.47,5827223.0
Asia,Yemen,1968,39.87,7.49,5937125.0
Asia,Yemen,1969,40.71,7.51,6047230.0
Asia,Yemen,1970,41.55,7.54,6156234.0
Asia,Yemen,1971,42.4,7.59,6262934.0
Asia,Yemen,1972,43.28,7.67,6370599.0
Asia,Yemen,1973,44.17,7.78,6487853.0
Asia,Yemen,1974,45.1,7.92,6626208.0
Asia,Yemen,1975,46.05,8.09,6793979.0
Asia,Yemen,1976,47.05,8.28,6994840.0
Asia,Yemen,1977,48.06,8.47,7226885.0
Asia,Yemen,1978,49.08,8.67,7485921.0
Asia,Yemen,1979,50.11,8.84,7765087.0
Asia,Yemen,1980,51.13,8.99,8059381.0
Asia,Yemen,1981,52.13,9.11,8369708.0
Asia,Yemen,1982,53.09,9.19,8698304.0
Asia,Yemen,1983,54.02,9.22,9043210.0
Asia,Yemen,1984,54.89,9.22,9402070.0
Asia,Yemen,1985,55.69,9.19,9774242.0
Asia,Yemen,1986,56.4,9.12,10153613.0
Asia,Yemen,1987,57.04,9.03,10542601.0
Asia,Yemen,1988,57.6,8.93,10958983.0
Asia,Yemen,1989,58.08,8.81,11426912.0
Asia,Yemen,1990,58.5,8.67,11961099.0
Asia,Yemen,1991,58.9,8.5,12571240.0
Asia,Yemen,1992,59.3,8.31,13245003.0
Asia,Yemen,1993,59.6,8.09,13948118.0
Asia,Yemen,1994,59.7,7.84,14633091.0
Asia,Yemen,1995,60.3,7.58,15266147.0
Asia,Yemen,1996,60.7,7.31,15834747.0
Asia,Yemen,1997,61.1,7.05,16349809.0
Asia,Yemen,1998,61.5,6.8,16829935.0
Asia,Yemen,1999,62.0,6.57,17304422.0
Asia,Yemen,2000,62.4,6.36,17795219.0
Asia,Yemen,2001,62.8,6.17,18306287.0
Asia,Yemen,2002,63.3,5.98,18832097.0
Asia,Yemen,2003,63.7,5.78,19374012.0
Asia,Yemen,2004,64.2,5.59,19931617.0
Asia,Yemen,2005,64.6,5.39,20504385.0
Asia,Yemen,2006,65.0,5.2,21093973.0
Asia,Yemen,2007,65.2,5.01,21701105.0
Asia,Yemen,2008,65.7,4.83,22322699.0
Asia,Yemen,2009,66.2,4.66,22954226.0
Asia,Yemen,2010,66.6,4.5,23591972.0
Asia,Yemen,2011,66.6,4.35,24234940.0
Asia,Yemen,2012,66.7,4.21,24882792.0
Asia,Yemen,2013,67.1,4.08,25533217.0
Asia,Yemen,2014,67.1,3.95,26183676.0
Asia,Yemen,2015,66.0,3.83,26832215.0
Europe,Albania,1950,54.48,5.8,1263171.0
Europe,Albania,1951,54.72,5.9,1287499.0
Europe,Albania,1952,55.23,6.07,1316086.0
Europe,Albania,1953,55.85,6.21,1348097.0
Europe,Albania,1954,56.59,6.31,1382881.0
Europe,Albania,1955,57.45,6.37,1419969.0
Europe,Albania,1956,58.42,6.4,1459089.0
Europe,Albania,1957,59.48,6.39,1500152.0
Europe,Albania,1958,60.6,6.35,1543224.0
Europe,Albania,1959,61.75,6.28,1588478.0
Europe,Albania,1960,62.87,6.19,1636054.0
Europe,Albania,1961,63.92,6.08,1685901.0
Europe,Albania,1962,64.84,5.96,1737645.0
Europe,Albania,1963,65.6,5.83,1790533.0
Europe,Albania,1964,66.18,5.71,1843596.0
Europe,Albania,1965,66.59,5.59,1896125.0
Europe,Albania,1966,66.88,5.48,1947786.0
Europe,Albania,1967,67.11,5.38,1998695.0
Europe,Albania,1968,67.32,5.27,2049147.0
Europe,Albania,1969,67.55,5.16,2099657.0
Europe,Albania,1970,67.83,5.05,2150602.0
Europe,Albania,1971,68.16,4.93,2202040.0
Europe,Albania,1972,68.53,4.81,2253842.0
Europe,Albania,1973,68.93,4.68,2305999.0
Europe,Albania,1974,69.35,4.54,2358467.0
Europe,Albania,1975,69.77,4.39,2411229.0
Europe,Albania,1976,70.17,4.24,2464338.0
Europe,Albania,1977,70.54,4.09,2517869.0
Europe,Albania,1978,70.86,3.95,2571845.0
Europe,Albania,1979,71.14,3.81,2626290.0
Europe,Albania,1980,71.39,3.68,2681245.0
Europe,Albania,1981,71.63,3.56,2735329.0
Europe,Albania,1982,71.88,3.46,2788315.0
Europe,Albania,1983,72.15,3.37,2842620.0
Europe,Albania,1984,72.42,3.3,2901590.0
Europe,Albania,1985,72.71,3.23,2966799.0
Europe,Albania,1986,72.96,3.18,3041003.0
Europe,Albania,1987,73.14,3.13,3121336.0
Europe,Albania,1988,73.25,3.08,3197064.0
Europe,Albania,1989,73.3,3.02,3253659.0
Europe,Albania,1990,73.3,2.97,3281453.0
Europe,Albania,1991,73.4,2.92,3275438.0
Europe,Albania,1992,73.6,2.87,3240613.0
Europe,Albania,1993,73.6,2.82,3189623.0
Europe,Albania,1994,73.6,2.77,3140634.0
Europe,Albania,1995,73.7,2.72,3106727.0
Europe,Albania,1996,73.8,2.67,3092034.0
Europe,Albania,1997,74.1,2.61,3092471.0
Europe,Albania,1998,74.2,2.54,3102898.0
Europe,Albania,1999,74.2,2.47,3114851.0
Europe,Albania,2000,74.7,2.38,3121965.0
Europe,Albania,2001,75.1,2.29,3124093.0
Europe,Albania,2002,75.5,2.2,3123112.0
Europe,Albania,2003,75.7,2.1,3117045.0
Europe,Albania,2004,75.9,2.0,3103758.0
Europe,Albania,2005,76.2,1.92,3082172.0
Europe,Albania,2006,76.4,1.85,3050741.0
Europe,Albania,2007,76.6,1.8,3010849.0
Europe,Albania,2008,76.8,1.76,2968026.0
Europe,Albania,2009,77.0,1.74,2929886.0
Europe,Albania,2010,77.2,1.74,2901883.0
Europe,Albania,2011,77.4,1.75,2886010.0
Europe,Albania,2012,77.5,1.76,2880667.0
Europe,Albania,2013,77.7,1.77,2883281.0
Europe,Albania,2014,77.9,1.78,2889676.0
Europe,Albania,2015,78.0,1.78,2896679.0
Europe,Armenia,1950,62.41,4.53,1353506.0
Europe,Armenia,1951,62.67,4.51,1382982.0
Europe,Armenia,1952,63.13,4.49,1419913.0
Europe,Armenia,1953,63.6,4.48,1463017.0
Europe,Armenia,1954,64.07,4.48,1511188.0
Europe,Armenia,1955,64.54,4.49,1563508.0
Europe,Armenia,1956,65.0,4.51,1619242.0
Europe,Armenia,1957,65.45,4.53,1677837.0
Europe,Armenia,1958,65.92,4.55,1738902.0
Europe,Armenia,1959,66.39,4.56,1802171.0
Europe,Armenia,1960,66.86,4.55,1867396.0
Europe,Armenia,1961,67.33,4.51,1934239.0
Europe,Armenia,1962,67.82,4.44,2002170.0
Europe,Armenia,1963,68.3,4.32,2070427.0
Europe,Armenia,1964,68.78,4.16,2138133.0
Europe,Armenia,1965,69.26,3.98,2204650.0
Europe,Armenia,1966,69.74,3.79,2269475.0
Europe,Armenia,1967,70.22,3.61,2332624.0
Europe,Armenia,1968,70.67,3.45,2394635.0
Europe,Armenia,1969,71.1,3.31,2456370.0
Europe,Armenia,1970,71.47,3.21,2518408.0
Europe,Armenia,1971,71.79,3.12,2580894.0
Europe,Armenia,1972,72.02,3.03,2643464.0
Europe,Armenia,1973,72.19,2.94,2705584.0
Europe,Armenia,1974,72.28,2.85,2766495.0
Europe,Armenia,1975,72.33,2.75,2825650.0
Europe,Armenia,1976,72.38,2.65,2882831.0
Europe,Armenia,1977,72.44,2.56,2938181.0
Europe,Armenia,1978,72.53,2.48,2991954.0
Europe,Armenia,1979,72.63,2.42,3044564.0
Europe,Armenia,1980,72.72,2.39,3096298.0
Europe,Armenia,1981,72.73,2.37,3145885.0
Europe,Armenia,1982,72.64,2.38,3192877.0
Europe,Armenia,1983,72.43,2.41,3239212.0
Europe,Armenia,1984,72.1,2.44,3287588.0
Europe,Armenia,1985,71.7,2.48,3339147.0
Europe,Armenia,1986,71.24,2.52,3396511.0
Europe,Armenia,1987,70.82,2.55,3457054.0
Europe,Armenia,1988,70.46,2.57,3510439.0
Europe,Armenia,1989,70.22,2.57,3542720.0
Europe,Armenia,1990,70.1,2.54,3544695.0
Europe,Armenia,1991,69.7,2.48,3511912.0
Europe,Armenia,1992,68.8,2.4,3449497.0
Europe,Armenia,1993,68.3,2.3,3369673.0
Europe,Armenia,1994,68.6,2.18,3289943.0
Europe,Armenia,1995,69.1,1.8,3223173.0
Europe,Armenia,1996,69.4,1.8,3173425.0
Europe,Armenia,1997,70.0,1.7,3137652.0
Europe,Armenia,1998,70.5,1.5,3112958.0
Europe,Armenia,1999,70.8,1.4,3093820.0
Europe,Armenia,2000,71.3,1.3,3076098.0
Europe,Armenia,2001,71.4,1.2,3060036.0
Europe,Armenia,2002,71.6,1.2,3047249.0
Europe,Armenia,2003,71.5,1.4,3036420.0
Europe,Armenia,2004,71.8,1.4,3025982.0
Europe,Armenia,2005,71.8,1.4,3014917.0
Europe,Armenia,2006,71.7,1.3,3002161.0
Europe,Armenia,2007,72.3,1.4,2988117.0
Europe,Armenia,2008,72.3,1.4,2975029.0
Europe,Armenia,2009,72.6,1.6,2966108.0
Europe,Armenia,2010,73.0,1.55,2963496.0
Europe,Armenia,2011,73.5,1.5,2967984.0
Europe,Armenia,2012,73.9,1.47,2978339.0
Europe,Armenia,2013,74.3,1.44,2992192.0
Europe,Armenia,2014,74.5,1.42,3006154.0
Europe,Armenia,2015,74.7,1.41,3017712.0
Europe,Austria,1950,64.87,1.87,6936445.0
Europe,Austria,1951,65.24,2.02,6930348.0
Europe,Austria,1952,66.78,2.06,6929289.0
Europe,Austria,1953,67.27,2.09,6932427.0
Europe,Austria,1954,67.3,2.16,6939230.0
Europe,Austria,1955,67.58,2.29,6949482.0
Europe,Austria,1956,67.7,2.49,6963298.0
Europe,Austria,1957,67.46,2.57,6981105.0
Europe,Austria,1958,68.46,2.6,7003575.0
Europe,Austria,1959,68.39,2.69,7031513.0
Europe,Austria,1960,68.75,2.7,7065525.0
Europe,Austria,1961,69.72,2.79,7105654.0
Europe,Austria,1962,69.51,2.8,7151077.0
Europe,Austria,1963,69.64,2.82,7199962.0
Europe,Austria,1964,70.13,2.8,7249855.0
Europe,Austria,1965,69.92,2.7,7298794.0
Europe,Austria,1966,70.22,2.66,7345865.0
Europe,Austria,1967,70.1,2.62,7390853.0
Europe,Austria,1968,70.25,2.59,7433328.0
Europe,Austria,1969,70.02,2.49,7473058.0
Europe,Austria,1970,70.07,2.29,7509746.0
Europe,Austria,1971,70.27,2.2,7543451.0
Europe,Austria,1972,70.59,2.09,7573660.0
Europe,Austria,1973,71.16,1.94,7598925.0
Europe,Austria,1974,71.15,1.91,7617432.0
Europe,Austria,1975,71.28,1.83,7628138.0
Europe,Austria,1976,71.77,1.69,7630536.0
Europe,Austria,1977,72.12,1.63,7625724.0
Europe,Austria,1978,72.2,1.6,7616309.0
Europe,Austria,1979,72.51,1.6,7605888.0
Europe,Austria,1980,72.64,1.65,7597269.0
Europe,Austria,1981,72.96,1.67,7591618.0
Europe,Austria,1982,73.12,1.66,7588957.0
Europe,Austria,1983,73.19,1.56,7589573.0
Europe,Austria,1984,73.73,1.52,7593397.0
Europe,Austria,1985,73.95,1.47,7600514.0
Europe,Austria,1986,74.43,1.45,7610435.0
Europe,Austria,1987,74.86,1.43,7623700.0
Europe,Austria,1988,75.34,1.45,7642479.0
Europe,Austria,1989,75.43,1.45,7669601.0
Europe,Austria,1990,75.7,1.46,7706571.0
Europe,Austria,1991,75.8,1.51,7755143.0
Europe,Austria,1992,76.0,1.51,7813393.0
Europe,Austria,1993,76.2,1.5,7874675.0
Europe,Austria,1994,76.5,1.47,7929911.0
Europe,Austria,1995,76.8,1.42,7972833.0
Europe,Austria,1996,77.1,1.45,8000453.0
Europe,Austria,1997,77.6,1.39,8015256.0
Europe,Austria,1998,77.8,1.37,8023166.0
Europe,Austria,1999,78.0,1.34,8032953.0
Europe,Austria,2000,78.2,1.37,8050884.0
Europe,Austria,2001,78.6,1.33,8078877.0
Europe,Austria,2002,78.8,1.39,8114698.0
Europe,Austria,2003,79.0,1.38,8155466.0
Europe,Austria,2004,79.4,1.42,8196624.0
Europe,Austria,2005,79.5,1.41,8234858.0
Europe,Austria,2006,80.0,1.41,8269372.0
Europe,Austria,2007,80.1,1.38,8301290.0
Europe,Austria,2008,80.4,1.41,8331465.0
Europe,Austria,2009,80.3,1.39,8361362.0
Europe,Austria,2010,80.5,1.44,8391986.0
Europe,Austria,2011,80.7,1.44,8423559.0
Europe,Austria,2012,80.9,1.46,8455477.0
Europe,Austria,2013,81.1,1.47,8486962.0
Europe,Austria,2014,81.2,1.48,8516916.0
Europe,Austria,2015,81.3,1.5,8544586.0
Europe,Azerbaijan,1950,57.29,5.64,2895997.0
Europe,Azerbaijan,1951,57.5,5.59,2965338.0
Europe,Azerbaijan,1952,57.93,5.51,3045429.0
Europe,Azerbaijan,1953,58.36,5.44,3133703.0
Europe,Azerbaijan,1954,58.79,5.41,3228233.0
Europe,Azerbaijan,1955,59.21,5.39,3327733.0
Europe,Azerbaijan,1956,59.63,5.4,3431597.0
Europe,Azerbaijan,1957,60.05,5.43,3539858.0
Europe,Azerbaijan,1958,60.48,5.48,3653083.0
Europe,Azerbaijan,1959,60.9,5.53,3772187.0
Europe,Azerbaijan,1960,61.33,5.57,3897889.0
Europe,Azerbaijan,1961,61.76,5.6,4030130.0
Europe,Azerbaijan,1962,62.2,5.59,4167558.0
Europe,Azerbaijan,1963,62.62,5.55,4307315.0
Europe,Azerbaijan,1964,63.06,5.47,4445653.0
Europe,Azerbaijan,1965,63.49,5.35,4579759.0
Europe,Azerbaijan,1966,63.91,5.21,4708485.0
Europe,Azerbaijan,1967,64.35,5.06,4832098.0
Europe,Azerbaijan,1968,64.75,4.9,4950977.0
Europe,Azerbaijan,1969,65.14,4.75,5066080.0
Europe,Azerbaijan,1970,65.48,4.61,5178160.0
Europe,Azerbaijan,1971,65.75,4.48,5287272.0
Europe,Azerbaijan,1972,65.93,4.35,5393176.0
Europe,Azerbaijan,1973,66.04,4.22,5496061.0
Europe,Azerbaijan,1974,66.05,4.08,5596160.0
Europe,Azerbaijan,1975,66.02,3.95,5693796.0
Europe,Azerbaijan,1976,65.92,3.81,5789050.0
Europe,Azerbaijan,1977,65.8,3.68,5882395.0
Europe,Azerbaijan,1978,65.68,3.54,5975045.0
Europe,Azerbaijan,1979,65.6,3.41,6068531.0
Europe,Azerbaijan,1980,65.55,3.29,6163990.0
Europe,Azerbaijan,1981,65.61,3.18,6261942.0
Europe,Azerbaijan,1982,65.73,3.09,6362289.0
Europe,Azerbaijan,1983,65.92,3.03,6464775.0
Europe,Azerbaijan,1984,66.15,2.98,6568857.0
Europe,Azerbaijan,1985,66.37,2.95,6674107.0
Europe,Azerbaijan,1986,66.48,2.95,6779970.0
Europe,Azerbaijan,1987,66.46,2.95,6886428.0
Europe,Azerbaijan,1988,66.28,2.96,6994139.0
Europe,Azerbaijan,1989,65.98,2.97,7104058.0
Europe,Azerbaijan,1990,65.6,2.97,7216503.0
Europe,Azerbaijan,1991,65.3,2.94,7332519.0
Europe,Azerbaijan,1992,63.7,2.88,7450920.0
Europe,Azerbaijan,1993,64.0,2.8,7567156.0
Europe,Azerbaijan,1994,63.5,2.69,7675128.0
Europe,Azerbaijan,1995,64.6,2.56,7770806.0
Europe,Azerbaijan,1996,65.0,2.43,7852287.0
Europe,Azerbaijan,1997,65.3,2.3,7921789.0
Europe,Azerbaijan,1998,65.6,2.19,7984531.0
Europe,Azerbaijan,1999,65.9,2.11,8047997.0
Europe,Azerbaijan,2000,66.5,2.05,8117742.0
Europe,Azerbaijan,2001,67.2,2.01,8195648.0
Europe,Azerbaijan,2002,67.6,2.0,8280599.0
Europe,Azerbaijan,2003,67.6,1.99,8371536.0
Europe,Azerbaijan,2004,67.8,1.99,8466304.0
Europe,Azerbaijan,2005,68.2,1.99,8563398.0
Europe,Azerbaijan,2006,68.7,1.99,8662137.0
Europe,Azerbaijan,2007,69.1,1.99,8763359.0
Europe,Azerbaijan,2008,69.2,1.99,8868713.0
Europe,Azerbaijan,2009,69.7,1.98,8980488.0
Europe,Azerbaijan,2010,70.1,1.97,9099893.0
Europe,Azerbaijan,2011,70.8,1.96,9227512.0
Europe,Azerbaijan,2012,71.5,1.94,9361477.0
Europe,Azerbaijan,2013,72.1,1.92,9497496.0
Europe,Azerbaijan,2014,72.5,1.91,9629779.0
Europe,Azerbaijan,2015,72.9,1.89,9753968.0
Europe,Belarus,1950,64.89,2.53,7745003.0
Europe,Belarus,1951,65.11,2.55,7717708.0
Europe,Belarus,1952,65.54,2.6,7711027.0
Europe,Belarus,1953,65.96,2.63,7724108.0
Europe,Belarus,1954,66.37,2.67,7755576.0
Europe,Belarus,1955,66.77,2.69,7803537.0
Europe,Belarus,1956,67.16,2.72,7865540.0
Europe,Belarus,1957,67.52,2.73,7938612.0
Europe,Belarus,1958,67.88,2.75,8019377.0
Europe,Belarus,1959,68.82,2.75,8104252.0
Europe,Belarus,1960,71.59,2.74,8190027.0
Europe,Belarus,1961,72.3,2.73,8274486.0
Europe,Belarus,1962,71.01,2.7,8356956.0
Europe,Belarus,1963,71.66,2.65,8438535.0
Europe,Belarus,1964,73.17,2.6,8521433.0
Europe,Belarus,1965,72.7,2.54,8607031.0
Europe,Belarus,1966,73.05,2.48,8695433.0
Europe,Belarus,1967,72.78,2.43,8785138.0
Europe,Belarus,1968,72.88,2.38,8874070.0
Europe,Belarus,1969,72.47,2.34,8959483.0
Europe,Belarus,1970,71.94,2.3,9039436.0
Europe,Belarus,1971,72.56,2.28,9113278.0
Europe,Belarus,1972,72.26,2.25,9181643.0
Europe,Belarus,1973,72.29,2.22,9245514.0
Europe,Belarus,1974,72.57,2.19,9306472.0
Europe,Belarus,1975,71.63,2.16,9365830.0
Europe,Belarus,1976,71.46,2.13,9423421.0
Europe,Belarus,1977,71.39,2.11,9479262.0
Europe,Belarus,1978,71.23,2.09,9535069.0
Europe,Belarus,1979,70.82,2.08,9593007.0
Europe,Belarus,1980,70.57,2.08,9654455.0
Europe,Belarus,1981,70.84,2.08,9719634.0
Europe,Belarus,1982,70.95,2.09,9787558.0
Europe,Belarus,1983,70.73,2.1,9856780.0
Europe,Belarus,1984,70.09,2.1,9925227.0
Europe,Belarus,1985,70.28,2.09,9990966.0
Europe,Belarus,1986,71.66,2.08,10053975.0
Europe,Belarus,1987,71.55,2.05,10113451.0
Europe,Belarus,1988,71.28,2.01,10165746.0
Europe,Belarus,1989,71.05,1.95,10206300.0
Europe,Belarus,1990,70.5,1.89,10231983.0
Europe,Belarus,1991,70.1,1.81,10241137.0
Europe,Belarus,1992,69.6,1.72,10234863.0
Europe,Belarus,1993,68.9,1.64,10216281.0
Europe,Belarus,1994,68.6,1.55,10190064.0
Europe,Belarus,1995,68.2,1.47,10159731.0
Europe,Belarus,1996,68.1,1.4,10126941.0
Europe,Belarus,1997,68.0,1.34,10091181.0
Europe,Belarus,1998,67.9,1.29,10051298.0
Europe,Belarus,1999,67.7,1.25,10005259.0
Europe,Belarus,2000,68.1,1.23,9952055.0
Europe,Belarus,2001,68.0,1.22,9891535.0
Europe,Belarus,2002,67.9,1.23,9825802.0
Europe,Belarus,2003,68.2,1.25,9758817.0
Europe,Belarus,2004,68.5,1.28,9695791.0
Europe,Belarus,2005,68.7,1.32,9640616.0
Europe,Belarus,2006,69.1,1.35,9594233.0
Europe,Belarus,2007,69.7,1.39,9556061.0
Europe,Belarus,2008,70.0,1.42,9526453.0
Europe,Belarus,2009,70.1,1.44,9505319.0
Europe,Belarus,2010,70.2,1.46,9492122.0
Europe,Belarus,2011,70.3,1.47,9487674.0
Europe,Belarus,2012,70.4,1.48,9490962.0
Europe,Belarus,2013,70.6,1.49,9497294.0
Europe,Belarus,2014,70.7,1.5,9500422.0
Europe,Belarus,2015,71.0,1.51,9495826.0
Europe,Belgium,1950,66.32,2.3,8628489.0
Europe,Belgium,1951,66.77,2.31,8673691.0
Europe,Belgium,1952,67.97,2.33,8721192.0
Europe,Belgium,1953,68.33,2.35,8770196.0
Europe,Belgium,1954,68.59,2.38,8820161.0
Europe,Belgium,1955,68.54,2.42,8870792.0
Europe,Belgium,1956,68.83,2.45,8922069.0
Europe,Belgium,1957,69.19,2.49,8974221.0
Europe,Belgium,1958,69.88,2.53,9027679.0
Europe,Belgium,1959,70.28,2.57,9082991.0
Europe,Belgium,1960,69.59,2.6,9140563.0
Europe,Belgium,1961,70.46,2.63,9200393.0
Europe,Belgium,1962,70.19,2.63,9261828.0
Europe,Belgium,1963,70.0,2.63,9323467.0
Europe,Belgium,1964,70.66,2.6,9383443.0
Europe,Belgium,1965,70.51,2.56,9440279.0
Europe,Belgium,1966,70.58,2.5,9493656.0
Europe,Belgium,1967,70.86,2.43,9543533.0
Europe,Belgium,1968,70.55,2.36,9589107.0
Europe,Belgium,1969,70.63,2.28,9629528.0
Europe,Belgium,1970,70.89,2.21,9664320.0
Europe,Belgium,1971,71.01,2.13,9692900.0
Europe,Belgium,1972,71.35,2.05,9715673.0
Europe,Belgium,1973,71.56,1.98,9734412.0
Europe,Belgium,1974,71.91,1.91,9751592.0
Europe,Belgium,1975,71.9,1.84,9769006.0
Europe,Belgium,1976,72.05,1.78,9787576.0
Europe,Belgium,1977,72.7,1.73,9806885.0
Europe,Belgium,1978,72.64,1.69,9825779.0
Europe,Belgium,1979,73.13,1.66,9842453.0
